N,0*Qc(i),1*Qc(i-1),2*Qc(i-2),3*Qc(i-3),4*Qc(i-4),5*Qk(i),6*Qk(i-1),7*Qk(i-2),8*Qk(i-3),9*Qk(i-4),10*Qk(i+1)
133,281.957,300.013,306.473,294.613,331.722,132.2,137.847,146.698,158.552,177.036,127.557
134,265.141,281.957,300.013,306.473,294.613,127.557,132.2,137.847,146.698,158.552,123.956
135,249.709,265.141,281.957,300.013,306.473,123.956,127.557,132.2,137.847,146.698,121.241
136,236.984,249.709,265.141,281.957,300.013,121.241,123.956,127.557,132.2,137.847,118.668
137,226.388,236.984,249.709,265.141,281.957,118.668,121.241,123.956,127.557,132.2,115.116
138,216.374,226.388,236.984,249.709,265.141,115.116,118.668,121.241,123.956,127.557,109.64
139,209.038,216.374,226.388,236.984,249.709,109.64,115.116,118.668,121.241,123.956,104.715
140,200.229,209.038,216.374,226.388,236.984,104.715,109.64,115.116,118.668,121.241,100.022
141,192.148,200.229,209.038,216.374,226.388,100.022,104.715,109.64,115.116,118.668,95.449
142,186.165,192.148,200.229,209.038,216.374,95.449,100.022,104.715,109.64,115.116,91.509
143,180.145,186.165,192.148,200.229,209.038,91.509,95.449,100.022,104.715,109.64,91.267
144,173.938,180.145,186.165,192.148,200.229,91.267,91.509,95.449,100.022,104.715,92.809
145,168.586,173.938,180.145,186.165,192.148,92.809,91.267,91.509,95.449,100.022,97.102
146,163.995,168.586,173.938,180.145,186.165,97.102,92.809,91.267,91.509,95.449,101.453
147,159.301,163.995,168.586,173.938,180.145,101.453,97.102,92.809,91.267,91.509,102.825
148,158.133,159.301,163.995,168.586,173.938,102.825,101.453,97.102,92.809,91.267,104.119
149,156.453,158.133,159.301,163.995,168.586,104.119,102.825,101.453,97.102,92.809,105.632
150,156.723,156.453,158.133,159.301,163.995,105.632,104.119,102.825,101.453,97.102,110.257
151,155.59,156.723,156.453,158.133,159.301,110.257,105.632,104.119,102.825,101.453,114.472
152,154.322,155.59,156.723,156.453,158.133,114.472,110.257,105.632,104.119,102.825,119.922
153,149.397,154.322,155.59,156.723,156.453,119.922,114.472,110.257,105.632,104.119,121.787
154,144.53,149.397,154.322,155.59,156.723,121.787,119.922,114.472,110.257,105.632,120.529
155,137.68,144.53,149.397,154.322,155.59,120.529,121.787,119.922,114.472,110.257,117.924
156,130.008,137.68,144.53,149.397,154.322,117.924,120.529,121.787,119.922,114.472,114.404
157,125.214,130.008,137.68,144.53,149.397,114.404,117.924,120.529,121.787,119.922,111.221
158,123.529,125.214,130.008,137.68,144.53,111.221,114.404,117.924,120.529,121.787,113.939
159,121.231,123.529,125.214,130.008,137.68,113.939,111.221,114.404,117.924,120.529,121.464
160,120.844,121.231,123.529,125.214,130.008,121.464,113.939,111.221,114.404,117.924,125.736
161,120.38,120.844,121.231,123.529,125.214,125.736,121.464,113.939,111.221,114.404,122.9
162,118.561,120.38,120.844,121.231,123.529,122.9,125.736,121.464,113.939,111.221,117.279
163,116.82,118.561,120.38,120.844,121.231,117.279,122.9,125.736,121.464,113.939,108.036
164,114.82,116.82,118.561,120.38,120.844,108.036,117.279,122.9,125.736,121.464,97.609
165,114.627,114.82,116.82,118.561,120.38,97.609,108.036,117.279,122.9,125.736,97.88
166,114.534,114.627,114.82,116.82,118.561,97.88,97.609,108.036,117.279,122.9,96.57
167,113.206,114.534,114.627,114.82,116.82,96.57,97.88,97.609,108.036,117.279,95.874
168,111.265,113.206,114.534,114.627,114.82,95.874,96.57,97.88,97.609,108.036,93.536
169,109.904,111.265,113.206,114.534,114.627,93.536,95.874,96.57,97.88,97.609,89.898
170,107.853,109.904,111.265,113.206,114.534,89.898,93.536,95.874,96.57,97.88,88.961
171,116.845,107.853,109.904,111.265,113.206,88.961,89.898,93.536,95.874,96.57,88.943
172,134.75,116.845,107.853,109.904,111.265,88.943,88.961,89.898,93.536,95.874,96.554
173,133.423,134.75,116.845,107.853,109.904,96.554,88.943,88.961,89.898,93.536,101.658
174,140.977,133.423,134.75,116.845,107.853,101.658,96.554,88.943,88.961,89.898,119.548
175,150.12,140.977,133.423,134.75,116.845,119.548,101.658,96.554,88.943,88.961,155.657
176,143.589,150.12,140.977,133.423,134.75,155.657,119.548,101.658,96.554,88.943,158.877
177,139.022,143.589,150.12,140.977,133.423,158.877,155.657,119.548,101.658,96.554,138.768
178,130.953,139.022,143.589,150.12,140.977,138.768,158.877,155.657,119.548,101.658,126.736
179,123.057,130.953,139.022,143.589,150.12,126.736,138.768,158.877,155.657,119.548,121.626
180,130.213,123.057,130.953,139.022,143.589,121.626,126.736,138.768,158.877,155.657,131.018
181,147.693,130.213,123.057,130.953,139.022,131.018,121.626,126.736,138.768,158.877,167.042
182,161.813,147.693,130.213,123.057,130.953,167.042,131.018,121.626,126.736,138.768,280.745
183,207.893,161.813,147.693,130.213,123.057,280.745,167.042,131.018,121.626,126.736,451.437
184,203.47,207.893,161.813,147.693,130.213,451.437,280.745,167.042,131.018,121.626,373.36
185,197.244,203.47,207.893,161.813,147.693,373.36,451.437,280.745,167.042,131.018,342.609
186,194.335,197.244,203.47,207.893,161.813,342.609,373.36,451.437,280.745,167.042,314.635
187,216.097,194.335,197.244,203.47,207.893,314.635,342.609,373.36,451.437,280.745,294.078
188,249.905,216.097,194.335,197.244,203.47,294.078,314.635,342.609,373.36,451.437,266.788
189,253.269,249.905,216.097,194.335,197.244,266.788,294.078,314.635,342.609,373.36,278.867
190,247.791,253.269,249.905,216.097,194.335,278.867,266.788,294.078,314.635,342.609,248.427
191,241.379,247.791,253.269,249.905,216.097,248.427,278.867,266.788,294.078,314.635,227.983
192,236.154,241.379,247.791,253.269,249.905,227.983,248.427,278.867,266.788,294.078,212.039
193,223.698,236.154,241.379,247.791,253.269,212.039,227.983,248.427,278.867,266.788,196.539
194,216.072,223.698,236.154,241.379,247.791,196.539,212.039,227.983,248.427,278.867,183.423
195,206.625,216.072,223.698,236.154,241.379,183.423,196.539,212.039,227.983,248.427,172.681
196,197.651,206.625,216.072,223.698,236.154,172.681,183.423,196.539,212.039,227.983,163.696
197,192.379,197.651,206.625,216.072,223.698,163.696,172.681,183.423,196.539,212.039,155.71
198,185.333,192.379,197.651,206.625,216.072,155.71,163.696,172.681,183.423,196.539,150.629
199,180.802,185.333,192.379,197.651,206.625,150.629,155.71,163.696,172.681,183.423,153.69
200,177.609,180.802,185.333,192.379,197.651,153.69,150.629,155.71,163.696,172.681,146.97
201,173.634,177.609,180.802,185.333,192.379,146.97,153.69,150.629,155.71,163.696,149.197
202,186.389,173.634,177.609,180.802,185.333,149.197,146.97,153.69,150.629,155.71,204.641
203,190.275,186.389,173.634,177.609,180.802,204.641,149.197,146.97,153.69,150.629,177.12
204,188.17,190.275,186.389,173.634,177.609,177.12,204.641,149.197,146.97,153.69,166.35
205,167.678,188.17,190.275,186.389,173.634,166.35,177.12,204.641,149.197,146.97,150.993
206,153.086,167.678,188.17,190.275,186.389,150.993,166.35,177.12,204.641,149.197,140.646
207,141.867,153.086,167.678,188.17,190.275,140.646,150.993,166.35,177.12,204.641,144.904
208,174.314,141.867,153.086,167.678,188.17,144.904,140.646,150.993,166.35,177.12,275.17
209,225.743,174.314,141.867,153.086,167.678,275.17,144.904,140.646,150.993,166.35,268.796
210,249.064,225.743,174.314,141.867,153.086,268.796,275.17,144.904,140.646,150.993,258.688
211,217.376,249.064,225.743,174.314,141.867,258.688,268.796,275.17,144.904,140.646,243.944
212,192.696,217.376,249.064,225.743,174.314,243.944,258.688,268.796,275.17,144.904,221.83
213,177.593,192.696,217.376,249.064,225.743,221.83,243.944,258.688,268.796,275.17,207.863
214,168.308,177.593,192.696,217.376,249.064,207.863,221.83,243.944,258.688,268.796,198.868
215,168.134,168.308,177.593,192.696,217.376,198.868,207.863,221.83,243.944,258.688,197.693
216,164.01,168.134,168.308,177.593,192.696,197.693,198.868,207.863,221.83,243.944,182.567
217,157.72,164.01,168.134,168.308,177.593,182.567,197.693,198.868,207.863,221.83,169.167
218,155.479,157.72,164.01,168.134,168.308,169.167,182.567,197.693,198.868,207.863,160.518
219,155.745,155.479,157.72,164.01,168.134,160.518,169.167,182.567,197.693,198.868,164.401
220,157.225,155.745,155.479,157.72,164.01,164.401,160.518,169.167,182.567,197.693,161.092
221,152.605,157.225,155.745,155.479,157.72,161.092,164.401,160.518,169.167,182.567,154.802
222,160.354,152.605,157.225,155.745,155.479,154.802,161.092,164.401,160.518,169.167,225.882
223,186.075,160.354,152.605,157.225,155.745,225.882,154.802,161.092,164.401,160.518,225.843
224,189.174,186.075,160.354,152.605,157.225,225.843,225.882,154.802,161.092,164.401,184.032
225,189.732,189.174,186.075,160.354,152.605,184.032,225.843,225.882,154.802,161.092,169.358
226,191.862,189.732,189.174,186.075,160.354,169.358,184.032,225.843,225.882,154.802,167.784
227,207.388,191.862,189.732,189.174,186.075,167.784,169.358,184.032,225.843,225.882,214.113
228,211.382,207.388,191.862,189.732,189.174,214.113,167.784,169.358,184.032,225.843,212.729
229,221.33,211.382,207.388,191.862,189.732,212.729,214.113,167.784,169.358,184.032,215.521
230,233.103,221.33,211.382,207.388,191.862,215.521,212.729,214.113,167.784,169.358,236.005
231,237.496,233.103,221.33,211.382,207.388,236.005,215.521,212.729,214.113,167.784,208.269
232,219.731,237.496,233.103,221.33,211.382,208.269,236.005,215.521,212.729,214.113,197.348
233,212.961,219.731,237.496,233.103,221.33,197.348,208.269,236.005,215.521,212.729,187.392
234,202.108,212.961,219.731,237.496,233.103,187.392,197.348,208.269,236.005,215.521,179.433
235,191.929,202.108,212.961,219.731,237.496,179.433,187.392,197.348,208.269,236.005,171.513
236,185.769,191.929,202.108,212.961,219.731,171.513,179.433,187.392,197.348,208.269,178.309
237,181.794,185.769,191.929,202.108,212.961,178.309,171.513,179.433,187.392,197.348,203.046
238,194.992,181.794,185.769,191.929,202.108,203.046,178.309,171.513,179.433,187.392,242.78
239,189.403,194.992,181.794,185.769,191.929,242.78,203.046,178.309,171.513,179.433,212.736
240,173.539,189.403,194.992,181.794,185.769,212.736,242.78,203.046,178.309,171.513,199.452
241,158.726,173.539,189.403,194.992,181.794,199.452,212.736,242.78,203.046,178.309,198.412
242,151.802,158.726,173.539,189.403,194.992,198.412,199.452,212.736,242.78,203.046,284.568
243,148.713,151.802,158.726,173.539,189.403,284.568,198.412,199.452,212.736,242.78,242.736
244,145.461,148.713,151.802,158.726,173.539,242.736,284.568,198.412,199.452,212.736,241.731
245,149.487,145.461,148.713,151.802,158.726,241.731,242.736,284.568,198.412,199.452,236.739
246,155.865,149.487,145.461,148.713,151.802,236.739,241.731,242.736,284.568,198.412,299.187
247,178.684,155.865,149.487,145.461,148.713,299.187,236.739,241.731,242.736,284.568,299.332
248,196.908,178.684,155.865,149.487,145.461,299.332,299.187,236.739,241.731,242.736,251.249
249,272.448,196.908,178.684,155.865,149.487,251.249,299.332,299.187,236.739,241.731,231.067
250,240.846,272.448,196.908,178.684,155.865,231.067,251.249,299.332,299.187,236.739,217.15
251,211.416,240.846,272.448,196.908,178.684,217.15,231.067,251.249,299.332,299.187,208.704
252,198.8,211.416,240.846,272.448,196.908,208.704,217.15,231.067,251.249,299.332,279.83
253,181.547,198.8,211.416,240.846,272.448,279.83,208.704,217.15,231.067,251.249,292.466
254,169.247,181.547,198.8,211.416,240.846,292.466,279.83,208.704,217.15,231.067,335.664
255,172.275,169.247,181.547,198.8,211.416,335.664,292.466,279.83,208.704,217.15,309.757
256,156.352,172.275,169.247,181.547,198.8,309.757,335.664,292.466,279.83,208.704,288.416
257,140.429,156.352,172.275,169.247,181.547,288.416,309.757,335.664,292.466,279.83,248.811
258,133.438,140.429,156.352,172.275,169.247,248.811,288.416,309.757,335.664,292.466,224.258
259,132.755,133.438,140.429,156.352,172.275,224.258,248.811,288.416,309.757,335.664,205.6
260,132.519,132.755,133.438,140.429,156.352,205.6,224.258,248.811,288.416,309.757,190.253
261,136.13,132.519,132.755,133.438,140.429,190.253,205.6,224.258,248.811,288.416,175.519
262,126.167,136.13,132.519,132.755,133.438,175.519,190.253,205.6,224.258,248.811,163.778
263,118.943,126.167,136.13,132.519,132.755,163.778,175.519,190.253,205.6,224.258,153.801
264,117.222,118.943,126.167,136.13,132.519,153.801,163.778,175.519,190.253,205.6,146.001
265,116.694,117.222,118.943,126.167,136.13,146.001,153.801,163.778,175.519,190.253,136.664
266,114.777,116.694,117.222,118.943,126.167,136.664,146.001,153.801,163.778,175.519,128.675
267,105.56,114.777,116.694,117.222,118.943,128.675,136.664,146.001,153.801,163.778,121.843
268,102.495,105.56,114.777,116.694,117.222,121.843,128.675,136.664,146.001,153.801,120.194
269,101.319,102.495,105.56,114.777,116.694,120.194,121.843,128.675,136.664,146.001,118.361
270,104.804,101.319,102.495,105.56,114.777,118.361,120.194,121.843,128.675,136.664,125.572
271,116.601,104.804,101.319,102.495,105.56,125.572,118.361,120.194,121.843,128.675,139.433
272,128.561,116.601,104.804,101.319,102.495,139.433,125.572,118.361,120.194,121.843,165.488
273,142.618,128.561,116.601,104.804,101.319,165.488,139.433,125.572,118.361,120.194,168.596
274,155.284,142.618,128.561,116.601,104.804,168.596,165.488,139.433,125.572,118.361,123.376
275,158.92,155.284,142.618,128.561,116.601,123.376,168.596,165.488,139.433,125.572,107.292
276,148.182,158.92,155.284,142.618,128.561,107.292,123.376,168.596,165.488,139.433,97.576
277,130.935,148.182,158.92,155.284,142.618,97.576,107.292,123.376,168.596,165.488,91.966
278,117.075,130.935,148.182,158.92,155.284,91.966,97.576,107.292,123.376,168.596,87.845
279,105.095,117.075,130.935,148.182,158.92,87.845,91.966,97.576,107.292,123.376,83.486
280,94.366,105.095,117.075,130.935,148.182,83.486,87.845,91.966,97.576,107.292,78.558
281,85.927,94.366,105.095,117.075,130.935,78.558,83.486,87.845,91.966,97.576,75.132
282,79.315,85.927,94.366,105.095,117.075,75.132,78.558,83.486,87.845,91.966,83.974
283,90.615,79.315,85.927,94.366,105.095,83.974,75.132,78.558,83.486,87.845,90.158
284,126.166,90.615,79.315,85.927,94.366,90.158,83.974,75.132,78.558,83.486,123.117
285,131.956,126.166,90.615,79.315,85.927,123.117,90.158,83.974,75.132,78.558,110.44
286,173.751,131.956,126.166,90.615,79.315,110.44,123.117,90.158,83.974,75.132,89.147
287,145.443,173.751,131.956,126.166,90.615,89.147,110.44,123.117,90.158,83.974,85.514
288,135.698,145.443,173.751,131.956,126.166,85.514,89.147,110.44,123.117,90.158,118.914
289,123.145,135.698,145.443,173.751,131.956,118.914,85.514,89.147,110.44,123.117,134.949
290,110.333,123.145,135.698,145.443,173.751,134.949,118.914,85.514,89.147,110.44,103.89
291,137.395,110.333,123.145,135.698,145.443,103.89,134.949,118.914,85.514,89.147,94.136
292,143.25,137.395,110.333,123.145,135.698,94.136,103.89,134.949,118.914,85.514,94.729
293,154.477,143.25,137.395,110.333,123.145,94.729,94.136,103.89,134.949,118.914,228.719
294,174.405,154.477,143.25,137.395,110.333,228.719,94.729,94.136,103.89,134.949,233.647
295,199.585,174.405,154.477,143.25,137.395,233.647,228.719,94.729,94.136,103.89,165.03
296,293.717,199.585,174.405,154.477,143.25,165.03,233.647,228.719,94.729,94.136,137.787
297,250.97,293.717,199.585,174.405,154.477,137.787,165.03,233.647,228.719,94.729,122.94
298,227.528,250.97,293.717,199.585,174.405,122.94,137.787,165.03,233.647,228.719,111.848
299,190.028,227.528,250.97,293.717,199.585,111.848,122.94,137.787,165.03,233.647,113.259
300,165.41,190.028,227.528,250.97,293.717,113.259,111.848,122.94,137.787,165.03,117.63
301,151.936,165.41,190.028,227.528,250.97,117.63,113.259,111.848,122.94,137.787,98.333
302,149.008,151.936,165.41,190.028,227.528,98.333,117.63,113.259,111.848,122.94,88.429
303,133.301,149.008,151.936,165.41,190.028,88.429,98.333,117.63,113.259,111.848,81.386
304,119.592,133.301,149.008,151.936,165.41,81.386,88.429,98.333,117.63,113.259,78.171
305,114.909,119.592,133.301,149.008,151.936,78.171,81.386,88.429,98.333,117.63,79.626
306,112.172,114.909,119.592,133.301,149.008,79.626,78.171,81.386,88.429,98.333,83.361
307,112.309,112.172,114.909,119.592,133.301,83.361,79.626,78.171,81.386,88.429,88.281
308,118.261,112.309,112.172,114.909,119.592,88.281,83.361,79.626,78.171,81.386,94.55
309,114.733,118.261,112.309,112.172,114.909,94.55,88.281,83.361,79.626,78.171,100.321
310,113.57,114.733,118.261,112.309,112.172,100.321,94.55,88.281,83.361,79.626,82.48
311,113.973,113.57,114.733,118.261,112.309,82.48,100.321,94.55,88.281,83.361,75.015
312,109.419,113.973,113.57,114.733,118.261,75.015,82.48,100.321,94.55,88.281,69.965
313,111.51,109.419,113.973,113.57,114.733,69.965,75.015,82.48,100.321,94.55,67.071
314,102.199,111.51,109.419,113.973,113.57,67.071,69.965,75.015,82.48,100.321,65.972
315,91.18,102.199,111.51,109.419,113.973,65.972,67.071,69.965,75.015,82.48,63.337
316,84.609,91.18,102.199,111.51,109.419,63.337,65.972,67.071,69.965,75.015,64.641
317,84.841,84.609,91.18,102.199,111.51,64.641,63.337,65.972,67.071,69.965,86.247
318,126.729,84.841,84.609,91.18,102.199,86.247,64.641,63.337,65.972,67.071,792.835
319,1446.577,126.729,84.841,84.609,91.18,792.835,86.247,64.641,63.337,65.972,2050.431
320,3415.749,1446.577,126.729,84.841,84.609,2050.431,792.835,86.247,64.641,63.337,2578.313
321,3626.501,3415.749,1446.577,126.729,84.841,2578.313,2050.431,792.835,86.247,64.641,3369.705
322,4419.607,3626.501,3415.749,1446.577,126.729,3369.705,2578.313,2050.431,792.835,86.247,3531.487
323,4947.655,4419.607,3626.501,3415.749,1446.577,3531.487,3369.705,2578.313,2050.431,792.835,5180.004
324,6897.407,4947.655,4419.607,3626.501,3415.749,5180.004,3531.487,3369.705,2578.313,2050.431,3057.045
325,4755.407,6897.407,4947.655,4419.607,3626.501,3057.045,5180.004,3531.487,3369.705,2578.313,2119.935
326,3553.807,4755.407,6897.407,4947.655,4419.607,2119.935,3057.045,5180.004,3531.487,3369.705,1633.347
327,2756.907,3553.807,4755.407,6897.407,4947.655,1633.347,2119.935,3057.045,5180.004,3531.487,1184.56
328,1953.004,2756.907,3553.807,4755.407,6897.407,1184.56,1633.347,2119.935,3057.045,5180.004,922.885
329,1444.51,1953.004,2756.907,3553.807,4755.407,922.885,1184.56,1633.347,2119.935,3057.045,778.82
330,1145.198,1444.51,1953.004,2756.907,3553.807,778.82,922.885,1184.56,1633.347,2119.935,649.701
331,889.43,1145.198,1444.51,1953.004,2756.907,649.701,778.82,922.885,1184.56,1633.347,542.481
332,714.959,889.43,1145.198,1444.51,1953.004,542.481,649.701,778.82,922.885,1184.56,464.349
333,612.137,714.959,889.43,1145.198,1444.51,464.349,542.481,649.701,778.82,922.885,410.886
334,533.85,612.137,714.959,889.43,1145.198,410.886,464.349,542.481,649.701,778.82,376.714
335,484.823,533.85,612.137,714.959,889.43,376.714,410.886,464.349,542.481,649.701,426.688
336,489.799,484.823,533.85,612.137,714.959,426.688,376.714,410.886,464.349,542.481,482.898
337,433.637,489.799,484.823,533.85,612.137,482.898,426.688,376.714,410.886,464.349,369.227
338,395.433,433.637,489.799,484.823,533.85,369.227,482.898,426.688,376.714,410.886,301.939
339,359.09,395.433,433.637,489.799,484.823,301.939,369.227,482.898,426.688,376.714,264.373
340,322.886,359.09,395.433,433.637,489.799,264.373,301.939,369.227,482.898,426.688,237.162
341,292.573,322.886,359.09,395.433,433.637,237.162,264.373,301.939,369.227,482.898,224.341
342,275.833,292.573,322.886,359.09,395.433,224.341,237.162,264.373,301.939,369.227,212.006
343,256.903,275.833,292.573,322.886,359.09,212.006,224.341,237.162,264.373,301.939,194.844
344,229.792,256.903,275.833,292.573,322.886,194.844,212.006,224.341,237.162,264.373,178.528
345,214.094,229.792,256.903,275.833,292.573,178.528,194.844,212.006,224.341,237.162,169.168
346,200.148,214.094,229.792,256.903,275.833,169.168,178.528,194.844,212.006,224.341,154.549
347,193.299,200.148,214.094,229.792,256.903,154.549,169.168,178.528,194.844,212.006,142.613
348,190.837,193.299,200.148,214.094,229.792,142.613,154.549,169.168,178.528,194.844,137.52
349,191.626,190.837,193.299,200.148,214.094,137.52,142.613,154.549,169.168,178.528,138.644
350,189.208,191.626,190.837,193.299,200.148,138.644,137.52,142.613,154.549,169.168,130.846
351,174.671,189.208,191.626,190.837,193.299,130.846,138.644,137.52,142.613,154.549,121.907
352,207.013,174.671,189.208,191.626,190.837,121.907,130.846,138.644,137.52,142.613,121.828
353,267.622,207.013,174.671,189.208,191.626,121.828,121.907,130.846,138.644,137.52,161.218
354,288.789,267.622,207.013,174.671,189.208,161.218,121.828,121.907,130.846,138.644,180.263
355,234.552,288.789,267.622,207.013,174.671,180.263,161.218,121.828,121.907,130.846,137.269
356,187.624,234.552,288.789,267.622,207.013,137.269,180.263,161.218,121.828,121.907,110.247
357,158.798,187.624,234.552,288.789,267.622,110.247,137.269,180.263,161.218,121.828,94.645
358,134.456,158.798,187.624,234.552,288.789,94.645,110.247,137.269,180.263,161.218,84.824
359,120.783,134.456,158.798,187.624,234.552,84.824,94.645,110.247,137.269,180.263,78.166
360,108.515,120.783,134.456,158.798,187.624,78.166,84.824,94.645,110.247,137.269,74.694
361,96.827,108.515,120.783,134.456,158.798,74.694,78.166,84.824,94.645,110.247,67.988
362,88.298,96.827,108.515,120.783,134.456,67.988,74.694,78.166,84.824,94.645,62.388
363,82.866,88.298,96.827,108.515,120.783,62.388,67.988,74.694,78.166,84.824,57.086
364,79.393,82.866,88.298,96.827,108.515,57.086,62.388,67.988,74.694,78.166,51.097
365,78.275,79.393,82.866,88.298,96.827,51.097,57.086,62.388,67.988,74.694,51.065
366,80.649,78.275,79.393,82.866,88.298,51.065,51.097,57.086,62.388,67.988,54.361
367,84.766,80.649,78.275,79.393,82.866,54.361,51.065,51.097,57.086,62.388,53.464
368,92.935,84.766,80.649,78.275,79.393,53.464,54.361,51.065,51.097,57.086,52.175
369,79.416,92.935,84.766,80.649,78.275,52.175,53.464,54.361,51.065,51.097,50.292
370,82.56,79.416,92.935,84.766,80.649,50.292,52.175,53.464,54.361,51.065,47.328
371,83.506,82.56,79.416,92.935,84.766,47.328,50.292,52.175,53.464,54.361,50.024
372,91.355,83.506,82.56,79.416,92.935,50.024,47.328,50.292,52.175,53.464,47.177
373,92.106,91.355,83.506,82.56,79.416,47.177,50.024,47.328,50.292,52.175,45.722
374,88.724,92.106,91.355,83.506,82.56,45.722,47.177,50.024,47.328,50.292,43.73
375,88.741,88.724,92.106,91.355,83.506,43.73,45.722,47.177,50.024,47.328,45.531
376,78.34,88.741,88.724,92.106,91.355,45.531,43.73,45.722,47.177,50.024,44.794
377,74.191,78.34,88.741,88.724,92.106,44.794,45.531,43.73,45.722,47.177,41.64
378,70.496,74.191,78.34,88.741,88.724,41.64,44.794,45.531,43.73,45.722,38.297
379,64.598,70.496,74.191,78.34,88.741,38.297,41.64,44.794,45.531,43.73,34.246
380,60.723,64.598,70.496,74.191,78.34,34.246,38.297,41.64,44.794,45.531,30.58
381,58.328,60.723,64.598,70.496,74.191,30.58,34.246,38.297,41.64,44.794,28.783
382,56.795,58.328,60.723,64.598,70.496,28.783,30.58,34.246,38.297,41.64,27.406
383,55.16,56.795,58.328,60.723,64.598,27.406,28.783,30.58,34.246,38.297,27.602
384,59.005,55.16,56.795,58.328,60.723,27.602,27.406,28.783,30.58,34.246,26.903
385,68.531,59.005,55.16,56.795,58.328,26.903,27.602,27.406,28.783,30.58,27.392
386,84.932,68.531,59.005,55.16,56.795,27.392,26.903,27.602,27.406,28.783,30.159
387,72.94,84.932,68.531,59.005,55.16,30.159,27.392,26.903,27.602,27.406,32.923
388,63.98,72.94,84.932,68.531,59.005,32.923,30.159,27.392,26.903,27.602,32.789
389,59.595,63.98,72.94,84.932,68.531,32.789,32.923,30.159,27.392,26.903,32.377
390,57.711,59.595,63.98,72.94,84.932,32.377,32.789,32.923,30.159,27.392,38.951
391,71.877,57.711,59.595,63.98,72.94,38.951,32.377,32.789,32.923,30.159,29.454
392,121.067,71.877,57.711,59.595,63.98,29.454,38.951,32.377,32.789,32.923,28.514
393,97.319,121.067,71.877,57.711,59.595,28.514,29.454,38.951,32.377,32.789,26.999
394,76.357,97.319,121.067,71.877,57.711,26.999,28.514,29.454,38.951,32.377,27.971
395,64.237,76.357,97.319,121.067,71.877,27.971,26.999,28.514,29.454,38.951,31.825
396,75.332,64.237,76.357,97.319,121.067,31.825,27.971,26.999,28.514,29.454,31.801
397,177.075,75.332,64.237,76.357,97.319,31.801,31.825,27.971,26.999,28.514,117.383
398,1119.09,177.075,75.332,64.237,76.357,117.383,31.801,31.825,27.971,26.999,443.116
399,1479.615,1119.09,177.075,75.332,64.237,443.116,117.383,31.801,31.825,27.971,375.476
400,1065.933,1479.615,1119.09,177.075,75.332,375.476,443.116,117.383,31.801,31.825,470.985
401,605.805,1065.933,1479.615,1119.09,177.075,470.985,375.476,443.116,117.383,31.801,962.558
402,629.723,605.805,1065.933,1479.615,1119.09,962.558,470.985,375.476,443.116,117.383,1408.187
403,1890.089,629.723,605.805,1065.933,1479.615,1408.187,962.558,470.985,375.476,443.116,1870.362
404,3169.333,1890.089,629.723,605.805,1065.933,1870.362,1408.187,962.558,470.985,375.476,1147.131
405,1627.914,3169.333,1890.089,629.723,605.805,1147.131,1870.362,1408.187,962.558,470.985,657.913
406,899.328,1627.914,3169.333,1890.089,629.723,657.913,1147.131,1870.362,1408.187,962.558,434.254
407,598.682,899.328,1627.914,3169.333,1890.089,434.254,657.913,1147.131,1870.362,1408.187,331.109
408,477.42,598.682,899.328,1627.914,3169.333,331.109,434.254,657.913,1147.131,1870.362,266.165
409,417.591,477.42,598.682,899.328,1627.914,266.165,331.109,434.254,657.913,1147.131,221.046
410,352.472,417.591,477.42,598.682,899.328,221.046,266.165,331.109,434.254,657.913,190.831
411,302.111,352.472,417.591,477.42,598.682,190.831,221.046,266.165,331.109,434.254,183.117
412,277.559,302.111,352.472,417.591,477.42,183.117,190.831,221.046,266.165,331.109,185.686
413,261.045,277.559,302.111,352.472,417.591,185.686,183.117,190.831,221.046,266.165,172.66
414,235.955,261.045,277.559,302.111,352.472,172.66,185.686,183.117,190.831,221.046,153.088
415,210.171,235.955,261.045,277.559,302.111,153.088,172.66,185.686,183.117,190.831,135.161
416,189.92,210.171,235.955,261.045,277.559,135.161,153.088,172.66,185.686,183.117,120.134
417,172.793,189.92,210.171,235.955,261.045,120.134,135.161,153.088,172.66,185.686,110.785
418,168.025,172.793,189.92,210.171,235.955,110.785,120.134,135.161,153.088,172.66,106.72
419,175.003,168.025,172.793,189.92,210.171,106.72,110.785,120.134,135.161,153.088,103.428
420,184.928,175.003,168.025,172.793,189.92,103.428,106.72,110.785,120.134,135.161,97.037
421,155.846,184.928,175.003,168.025,172.793,97.037,103.428,106.72,110.785,120.134,86.991
422,141.837,155.846,184.928,175.003,168.025,86.991,97.037,103.428,106.72,110.785,79.98
423,132.948,141.837,155.846,184.928,175.003,79.98,86.991,97.037,103.428,106.72,73.132
424,127.972,132.948,141.837,155.846,184.928,73.132,79.98,86.991,97.037,103.428,71.309
425,183.329,127.972,132.948,141.837,155.846,71.309,73.132,79.98,86.991,97.037,73.2
426,173.935,183.329,127.972,132.948,141.837,73.2,71.309,73.132,79.98,86.991,78.304
427,201.979,173.935,183.329,127.972,132.948,78.304,73.2,71.309,73.132,79.98,115.432
428,277.259,201.979,173.935,183.329,127.972,115.432,78.304,73.2,71.309,73.132,124.015
429,241.235,277.259,201.979,173.935,183.329,124.015,115.432,78.304,73.2,71.309,108.398
430,191.502,241.235,277.259,201.979,173.935,108.398,124.015,115.432,78.304,73.2,90.701
